N°,NOMBRE DE BARRIO O COLONIA,neighborhood,CIUDAD,TIPO O COLONIA,SE CT O R,ZONIFICA CIÓN,approval_year,DICTAMEN / ACUERDO DE APROBACION,PARAMETROS  MINIMOS (APROBADOS EN DICTAMEN/ACUERDO)
371,ISRAEL,ISRAEL,COMAYAGÜELA,Barrio/Colonia,13,R4,1990,"DICTAMEN No. SCU-DM-AMDC 165-90 DE
FECHA 27 DE OCTUBRE DE 1990
(DICTAMEN).",R4=45M²/3.5ML
372,ISRAEL NORTE,ISRAEL NORTE,COMAYAGÜELA,Barrio/Colonia,13,R4,2003,"DICTAMEN No. SCU-DM-AMDC 021-2003 DE
FECHA 20 DE MARZO DEL 2003
(DICTAMEN).",R4=45M²/3.5ML
373,ISRAEL SUR,ISRAEL SUR,COMAYAGÜELA,Barrio/Colonia,13,R4,2002,"DICTAMEN No. SCU-DM-AMDC 059-2002 DE
FECHA 27 DE OCTUBRE DEL 2002   (PLANO Y
DICTAMEN).",R4=45M²/3.5ML
374,LA ENTRADA CENTROAMERICA,LA ENTRADA CENTROAMERICA,COMAYAGÜELA,Barrio/Colonia,13,R4,2002,"DICTAMEN No. 003-2002 DE
FECHA 14 DE ENERO DEL 2002 (PLANO Y
DOCUMENTO).",R4=75M²/7ML
375,LA FATIMA,LA FATIMA,COMAYAGÜELA,Barrio/Colonia,13,R4,1993,"REGISTRADO BAJO EL No.413-93 DE FECHA 7 DE OCTUBRE DE
1993 (PLANO).",R4=45M²/3.5ML
376,LA FUENTE,LA FUENTE,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
377,LA FUENTE No 2,LA FUENTE No 2,COMAYAGÜELA,Barrio/Colonia,13,R4,1997,"ACUERDO NO. 277 DE FECHA
22 DE DICIEMBRE DE 1997 (PLANO).
DICTAMEN SCU-DM-AMDC 165-92 DE
FECHA 20 DE AGOSTO DE 1997
(DICTAMEN).",R4=45M²/3.5ML
378,LA HUERTA,LA HUERTA,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
379,LA SOLEDAD,LA SOLEDAD,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
380,LAURELES REAL,LAURELES REAL,COMAYAGÜELA,Barrio/Colonia,13,R3,2012,"DICTAMEN DE APROBACION AMDC -GCC- 0043-2012 DE
FECHA 07 DE SEPTIEMBRE DEL 2012 (PLANO Y
DICTAMEN).",R3=45M²/3ML
381,LIVERPOOL,LIVERPOOL,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
382,LOMAS DEL COUNTRY,LOMAS DEL COUNTRY,COMAYAGÜELA,Barrio/Colonia,13,R2,,,
383,MAYANGLE,MAYANGLE,COMAYAGÜELA,Barrio/Colonia,13,R2,,,
384,MIRADOR DEL NORTE,MIRADOR DEL NORTE,COMAYAGÜELA,Barrio/Colonia,13,R4,2006,"DICTAMEN No. SCU-GM-AMDC- 045-2006 DE
FECHA 24 DE AGOSTO DEL 2006 (PLANO Y
DICTAMEN).",R4=75M²/7M
385,MONTE CARMELO,MONTE CARMELO,COMAYAGÜELA,Barrio/Colonia,13,R3,1988,"DICTAMEN No. DM-AMDC 068-
88 DE FECHA
21 DE JUNIO
DE 1988 SOLO DICTAMEN.",R3=120M²/7ML
386,MONTE LOS OLIVOS,MONTE LOS OLIVOS,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
387,"MONTES DE
BENDICION",MONTES DE BENDICION,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
388,NORTE FRESCO,NORTE FRESCO,COMAYAGÜELA,Barrio/Colonia,13,R3,2009,"DICTAMEN No. GCC-AMDC 041-
2009 DE FECHA
3 DE JULIO DEL
2009 (PLANO). DICTAMEN Y",R3=120M²/3.5M
389,NUEVA ERA TEGUCIGALPA,NUEVA ERA TEGUCIGALPA,COMAYAGÜELA,Barrio/Colonia,13,R4,1999,"DICTAMEN No. 40-1999 DE
FECHA 2 DE
DICIEMBRE DE 1999 (PLANO).",R4=45M²/3.5ML
390,NUEVA ESPAÑA,NUEVA ESPAÑA,COMAYAGÜELA,Barrio/Colonia,13,R4,2005,"DICTAMEN No. SCU-DM-AMDC 069-2005 DE FECHA 3/ DE NOVIEMBRE DEL 2005 PLANO Y
DICTAMEN.",R4=45M²/3.5ML
391,NUEVA GALILEA,NUEVA GALILEA,COMAYAGÜELA,Barrio/Colonia,13,R3,2005,"DICTAMEN No. 69-2005 DE
FECHA 3 DE NOVIEMBRE DEL 2005 (PLANO).",R3=120M²/7ML
392,"NUEVA JERUSALEM #
2",NUEVA JERUSALEM # 2,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
393,NUEVA JERUSALEN,NUEVA JERUSALEN,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
394,NUEVA OROCUINA,NUEVA OROCUINA,COMAYAGÜELA,Barrio/Colonia,13,R4,2005,"DICTAMEN No. SCU-DM-AMDC 056-2005 DE
FECHA 20 DE DICIEMBRE DEL 2005 (PLANO Y
DICTAMEN).",R4=45M²/3.5ML
395,PROGRESO,PROGRESO,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
396,PROGRESO # 2,PROGRESO # 2,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
397,PUEBLO NUEVO,PUEBLO NUEVO,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
398,RAMON AMAYA AMADOR,RAMON AMAYA AMADOR,COMAYAGÜELA,Barrio/Colonia,13,R4,2003,"DICTAMEN No. SCU/DM/AMDC
/055/2003 DE FECHA 14 DE NOVIEMBRE DEL 2003 (PLANO Y
DICTAMEN).",R4= 75M²/7ML
399,RES SANTA CECILIA,RES SANTA CECILIA,COMAYAGÜELA,Barrio/Colonia,13,R4,1987,"DICTAMEN No. DM-AMDC-202- 87 APROBADO
DE FECHA 02
DE OCTUBRE DE 1987.",R4=45M²/3.5ML
400,RES. FRANCISCO MORAZAN,RES. FRANCISCO MORAZAN,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
401,SAN BUENAVENTURA,SAN BUENAVENTURA,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
402,SAN FRANCISCO,SAN FRANCISCO,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
403,SAN JUAN DE DIOS,SAN JUAN DE DIOS,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
404,SANTA CECILIA # 1,SANTA CECILIA # 1,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
405,SANTA CECILIA # 2,SANTA CECILIA # 2,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
406,SANTA EDUVIGES,SANTA EDUVIGES,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
407,SUB DIVISION DE LOTE CIUDAD LEMPIRA,SUB DIVISION DE LOTE CIUDAD LEMPIRA,COMAYAGÜELA,Barrio/Colonia,13,R4,2008,"DICTAMEN No. SCU-DM-AMDC- 003-2008   DE
FECHA 09 DE ENERO DEL 2008
(DICTAMEN).",R4=75M²/7ML
408,SUPERACION,SUPERACION,COMAYAGÜELA,Barrio/Colonia,13,R4,1990,"ACUERDO No. 296-1990 DE
FECHA 13 DE NOVIEMBRE DE 1990. (PLANO Y
DICTAMEN).",R4=60M²/6ML
409,VEGAS DEL CONTRY,VEGAS DEL CONTRY,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
410,VILLA LOS LAURELES,VILLA LOS LAURELES,COMAYAGÜELA,Barrio/Colonia,13,R3,2017,"RESOLUCION No. 009-2017- GCC- AMDC DE FECHA 13 DE JUNIO DEL
2017.",R3=120M²/7ML
411,VILLA QUEZADA,VILLA QUEZADA,COMAYAGÜELA,Barrio/Colonia,13,R4,2007,"DICTAMEN No. SCU-GM-AMDC- 072-2007 DE
FECHA 27 DE DICIEMBRE DEL 2007 (PLANO Y
DICTAMEN).",R4=45M²/3.5ML
412,VILLA REYES,VILLA REYES,COMAYAGÜELA,Barrio/Colonia,13,R4,1995,"DICTAMEN SCU/DM/AMDC
/024/95 DE FECHA 12 DE
JULIO DE 1995",R4 = 75 M² / 7ML
413,VILLA SAN ANTONIO O BOQUERON,VILLA SAN ANTONIO O BOQUERON,COMAYAGÜELA,Barrio/Colonia,13,R3,,,
414,VILLAS INTERAMERICANAS 2004,VILLAS INTERAMERICANAS 2004,COMAYAGÜELA,Barrio/Colonia,13,R2,2004,"DICTAMEN No. SCU-DM-AMDC- 017-2004 DE
FECHA 08 DE MARZO DEL 2004
(DICTAMEN).",R2=300M²/15ML
415,VISTA HERMOSA,VISTA HERMOSA,COMAYAGÜELA,Barrio/Colonia,13,R4,2005,"DICTAMEN No. SCU/DM/AMDC
/056/2005
REGISTRADO BAJO DICTAMEN No.
056/2005 DE FECHA 19 DE SEPTIEMBRE DEL 2005 (PLANO Y
DICTAMEN).",R4=45M²/3.5ML
416,ALDEA CERRO GRANDE,ALDEA CERRO GRANDE,TEGUCIGALPA/ COMAYAGUELA,Barrio/Colonia,14,UR/R3,,,
417,ALDEA EL DURAZNO,ALDEA EL DURAZNO,COMAYAGÜELA,Barrio/Colonia,14,UR,,,
418,ALDEA LA CUESTA,ALDEA LA CUESTA,COMAYAGÜELA,Barrio/Colonia,14,UR,,,
419,EL LOLO,EL LOLO,COMAYAGÜELA,Barrio/Colonia,14,R3,,,
420,EL PORTILLO,EL PORTILLO,TEGUCIGALPA,Barrio/Colonia,14,R3,,,
421,LA CUESTA,LA CUESTA,COMAYAGÜELA,Barrio/Colonia,14,R3,,,
422,"LA CUESTA No. 2 (CASERIO EL
DURAZNO)",LA CUESTA No. 2 (CASERIO EL DURAZNO),COMAYAGÜELA,Barrio/Colonia,14,R3,,,
423,"LA CUESTA NO. 2 (CASERIO EL LOLO, LA CUESTA No. 2)","LA CUESTA NO. 2 (CASERIO EL LOLO, LA CUESTA No. 2)",COMAYAGÜELA,Barrio/Colonia,14,R3,,,
424,SANTA CRUZ ABAJO (CASERIO EL PORTILLO DEL DURAZNO),SANTA CRUZ ABAJO (CASERIO EL PORTILLO DEL DURAZNO),TEGUCIGALPA,Barrio/Colonia,14,R3,,,
425,SANTA CRUZ ARRIBA (CASERIO SANTA CRUZ ARRIBA),SANTA CRUZ ARRIBA (CASERIO SANTA CRUZ ARRIBA),TEGUCIGALPA,Barrio/Colonia,14,R3,,,
426,ALDEA EL HATILLO,ALDEA EL HATILLO,TEGUCIGALPA,Barrio/Colonia,15,HATILLO,,,
427,ALDEA EL PILIGUIN,ALDEA EL PILIGUIN,TEGUCIGALPA,Barrio/Colonia,15,HATILLO,,,
428,ALDEA EL TRIGO,ALDEA EL TRIGO,TEGUCIGALPA,Barrio/Colonia,15,HATILLO,,,
429,ALDEA LOS JUTES,ALDEA LOS JUTES,TEGUCIGALPA,Barrio/Colonia,15,HATILLO,,,
430,BALDIO (ALDEA LOS JUTES),BALDIO (ALDEA LOS JUTES),TEGUCIGALPA,Barrio/Colonia,15,HATILLO,,,
431,EL CARPINTERO,EL CARPINTERO,TEGUCIGALPA,Barrio/Colonia,15,HATILLO,,,
432,EL HATILLO,EL HATILLO,TEGUCIGALPA,Barrio/Colonia,15,HATILLO,,,
433,ENTRE PINOS,ENTRE PINOS,TEGUCIGALPA,Barrio/Colonia,15,HATILLO,2016,"DICTAMEN No. 16-015-GCC- AMDC DE FECHA 14 DE FEBRERO DEL
2016 (DICTAMEN).",1000M²
434,GRAN MIRADOR,GRAN MIRADOR,TEGUCIGALPA,Barrio/Colonia,15,R1,1988,"DIC NO.DM- AMDC-022-88 DE FECHA 2 DE MARZO DE 1988. (PLANO Y
DICTAMEN).",R1=400M²/15ML
435,HATILLO,HATILLO,TEGUCIGALPA,Barrio/Colonia,15,HATILLO/ R3,2006,"DICTAMEN No. SCU/GM/AMDC
/055-2006 DE FECHA 20 DE OCTUBRE DEL 2006.
(DOCUMENTO).",R3=120M²/10ML
436,LOS JUTES (CASERIO LAS PILITAS),LOS JUTES (CASERIO LAS PILITAS),TEGUCIGALPA,Barrio/Colonia,15,HATILLO,,,
437,MIRALAGO,MIRALAGO,TEGUCIGALPA,Barrio/Colonia,15,HATILLO,2017,"RESOLUCION No. 014-2017- GCC-AMDC DE FECHA 23 DE NOVIEMBRE DEL 2017 (PLANO Y
DICTAMEN).",HA=1743.13M2
438,RES. LA ALHAMBRA,RES. LA ALHAMBRA,TEGUCIGALPA,Barrio/Colonia,15,HATILLO,,,
439,RESIDENCIAL YAGUARUNDI,RESIDENCIAL YAGUARUNDI,TEGUCIGALPA,Barrio/Colonia,15,HATILLO,2017,"RESOLUCION No. 004-2017- GCC-AMDC DE FECHA 21 DE
FEBRERO DEL",HA=1743.13M²
440,13 DE JULIO,13 DE JULIO,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
441,28 DE MARZO,28 DE MARZO,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
442,30 DE NOVIEMBRE,30 DE NOVIEMBRE,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
443,ALTOS DE LA TRAVESIA,ALTOS DE LA TRAVESIA,TEGUCIGALPA,Barrio/Colonia,16,R3,2012,"DICTAMEN No. AMDC-GCC-12- 0057 DE FECHA
03 DE OCTUBRE DEL 2012. (PLANO Y
DICTAMEN)",R3=45M²/3ML
444,ANEXO LA FRATERNIDAD,ANEXO LA FRATERNIDAD,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
445,ARMANDO CALIDONIO,ARMANDO CALIDONIO,TEGUCIGALPA,Barrio/Colonia,16,R4,1995,"DICTAMEN No.
16-95 DE
FECHA 20 DE FEBRERO DE 1995
(DICTAMEN).",R4=45M²/3.5ML
446,BRISAS DEL VALLE,BRISAS DEL VALLE,TEGUCIGALPA,Barrio/Colonia,16,R4,,"DIC 014-94
AMDC-93",R4= 60M2/6ML
447,COL 13 DE JULIO,COL 13 DE JULIO,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
448,COL 28 DE MARZO,COL 28 DE MARZO,TEGUCIGALPA,Barrio/Colonia,16,R4,1980,"REGISTRADO BAJO EL No.0324   DE FECHA   24 DE SEPTIEMBRE DE 1992 (PLANO).
REGISTRADO BAJO No. 0009
DE FECHA 26 DE NOVIEMBRE DE 1980
(PLANO).",R4=45M²/3.5ML
449,COL IZAGUIRRE,COL IZAGUIRRE,TEGUCIGALPA,Barrio/Colonia,16,R4,1991,"REGISTRADO BAJO EL No.0256 DE FECHA 12 DE AGOSTO DE
1991   (PLANO).",R4=45M²/3.5ML
450,COL LA ESPERANZA,COL LA ESPERANZA,TEGUCIGALPA,Barrio/Colonia,16,R4,1989,"DICTAMEN No. DM-AMDC-84- 89 DE FECHA
20 DE JUNIO
DE 1989 (DICTAMEN).",R4=45M²/3.5ML
451,COL LA TRINIDAD,COL LA TRINIDAD,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
452,COLONIA ESTADOS UNIDOS,COLONIA ESTADOS UNIDOS,TEGUCIGALPA,Barrio/Colonia,16,R4,2001,"DICTAMEN No. 002-2001 DE
FECHA 8 DE ENERO DEL 2001
(DICTAMEN).",R4=45M²/3.5ML
453,"COLONIA NUEVA
EDEN",COLONIA NUEVA EDEN,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
454,"COMPLEJO
INDUSTRIAL SAN MIGUEL 1",COMPLEJO INDUSTRIAL SAN MIGUEL 1,TEGUCIGALPA,Barrio/Colonia,16,ZI,,,
455,"COMPLEJO INDUSTRIAL SAN
MIGUEL 2",COMPLEJO INDUSTRIAL SAN MIGUEL 2,TEGUCIGALPA,Barrio/Colonia,16,ZI,,,
456,EL MOLINO,EL MOLINO,TEGUCIGALPA,Barrio/Colonia,16,R3,2000,"DICTAMEN NO.032-2000 DE FECHA 15 DE MAYO DEL 2000.
(DICTAMEN).",R3=120M²/7ML
457,EL MOLINON,EL MOLINON,TEGUCIGALPA,Barrio/Colonia,16,R4,2006,"DICTAMEN No. SCU-DM-AMDC 057-2006 DE
FECHA 29 DE NOVIEMBRE DEL 2006
(DICTAMEN).",R4= 75M²/7ML
458,HACIENDA EL MOLINO,HACIENDA EL MOLINO,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
459,LA AURORA,LA AURORA,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
460,LA ERA N1,LA ERA N1,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
461,LA LOMA,LA LOMA,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
462,LA UNION,LA UNION,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
463,LAS ANONAS,LAS ANONAS,TEGUCIGALPA,Barrio/Colonia,16,R1,1990,"DICTAMEN No. SCU-DM-AMDC 164-90 DE
FECHA 25 DE OCTUBRE DE 1990 (PLANO Y
DICTAMEN).",R1=400M²/15ML
464,LOMAS DE LA FLORIDA,LOMAS DE LA FLORIDA,TEGUCIGALPA,Barrio/Colonia,16,R4,2004,"DICTAMEN No. SCU-DM-AMDC 063-2005 DE
FECHA 18 DE OCTUBRE DEL 2004 (PLANO Y
DICTAMEN).",R4=105M²/7ML
465,LOMAS DEL PRADO NORTE,LOMAS DEL PRADO NORTE,TEGUCIGALPA,Barrio/Colonia,16,R4,2004,"DICTAMEN No. SCU-DM-AMDC 013-2004 DE
FECHA 1 DE MARZO DEL 2004 (PLANO Y
DICTAMEN).",R4=75M²/7ML
466,LOS PROCERES,LOS PROCERES,TEGUCIGALPA,Barrio/Colonia,16,R2,,,
467,MAYA,MAYA,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
468,MIRADOR DE LA TRAVESIA,MIRADOR DE LA TRAVESIA,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
469,NUEVA ERA,NUEVA ERA,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
470,NUEVA VIERA,NUEVA VIERA,TEGUCIGALPA,Barrio/Colonia,16,R4,1990,"DICTAMEN No. DM-AMDC 045
DE FECHA 26 DE MARZO DE 1990
DICTAMEN.",R4=45M²/3.5ML
471,NUEVO EDEN,NUEVO EDEN,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
472,OLIMPO,OLIMPO,TEGUCIGALPA,Barrio/Colonia,16,R4,1980,"DICTAMEN No.122-80 DE FECHA 24 DE
JULIO DE 1980 (DICTAMEN).",R4=45M²/3.5ML
473,OLIMPUS,OLIMPUS,TEGUCIGALPA,Barrio/Colonia,16,R4,2004,"DICTAMEN No. SCU-DM-AMDC
016-2004 DE",R4=75M²/7ML
474,PRADO VERDE,PRADO VERDE,TEGUCIGALPA,Barrio/Colonia,16,R4,2007,"DICTAMEN NO.SCU-GM- AMDC 016-2007
DE FECHA 27 DE MARZO DEL 2007 (PLANO Y
DICTAMEN).",R4=75M²/7M
475,PRADOS UNIVERSITARIOS,PRADOS UNIVERSITARIOS,TEGUCIGALPA,Barrio/Colonia,16,R4,1994,"DICTAMEN No.110-94 DE FECHA 14 DE OCTUBRE DE 1994
(DICTAMEN).",R4=60M²/6ML
476,RES. CENTROAMERICANA,RES. CENTROAMERICANA,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
477,RESIDENCIAL MAYA,RESIDENCIAL MAYA,TEGUCIGALPA,Barrio/Colonia,16,R3,1995,"ACUERDO 061-
95 DE FECHA
30 DE MARZO
DE 1995 (PLANO Y DICTAMEN).",R3=120M²/7ML
478,SABANAGRANDE,SABANAGRANDE,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
479,SAN MIGUEL,SAN MIGUEL,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
480,SAN MIGUEL 1,SAN MIGUEL 1,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
481,SANTA ANA,SANTA ANA,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
482,SANTA ANITA O QUEBRACHAL,SANTA ANITA O QUEBRACHAL,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
483,SANTA ISABEL,SANTA ISABEL,TEGUCIGALPA,Barrio/Colonia,16,R1,,,
484,SEMPE,SEMPE,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
485,TRAVESIA,TRAVESIA,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
486,VILLA COLONIAL,VILLA COLONIAL,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
487,"VILLA DE LOS
CIRUELOS",VILLA DE LOS CIRUELOS,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
488,VILLA UNIVERSITARIA,VILLA UNIVERSITARIA,TEGUCIGALPA,Barrio/Colonia,16,R3,1989,"ACUERDO No. 4606-1989 DE
FECHA 16 DE NOVIEMBRE DE 1989 (PLANO Y DICTAMEN).",R3=120M²/7ML
489,VILLAS COLONIAL,VILLAS COLONIAL,TEGUCIGALPA,Barrio/Colonia,16,R3,,,
490,VILLAS DE CENTROAMERICA,VILLAS DE CENTROAMERICA,TEGUCIGALPA,Barrio/Colonia,16,R3,2002,"ADENDUM No. SCU/DM/AMDC
/004/2002 DE FECHA 19 DE SEPTIEMBRE DEL 2002
(ADENDUM).",R3=120M²/10ML
491,VILLAS DEL   ESTE,VILLAS DEL ESTE,TEGUCIGALPA,Barrio/Colonia,16,R4,2005,"DICTAMEN No. SCU-DM-AMDC- 023-2005 DE
FECHA 24 DE
MAYO DEL 2005 (PLANO Y DICTAMEN).",R4=75M²/7ML
492,VILLAS DEL MOLINO (CONDOMINIO HORIZONTAL),VILLAS DEL MOLINO (CONDOMINIO HORIZONTAL),TEGUCIGALPA,Barrio/Colonia,16,R3,2013,"DICTAMEN No. 13-0014-GCC- AMDC DE FECHA 06 DE MARZO DEL 2013 (PLANO Y
DICTAMEN).",R3=120M²/7ML
493,VILLAS MILANO,VILLAS MILANO,TEGUCIGALPA,Barrio/Colonia,16,R4,2008,"RESOLUCION No. GM-PU-139- 2008 DE FECHA
08 DE ABRIL
DEL 2008
(PLANO Y DICTAMEN).",R4=75M²/7ML
494,ZARAHEMLA I ETAPA,ZARAHEMLA I ETAPA,TEGUCIGALPA,Barrio/Colonia,16,R3,2011,"RESOLUCION No. JAT-118- 2011 DE FECHA
19 DE MAYO
DEL 2011
(PLANO Y DICTAMEN).",R3=120M²/3ML
495,ZARAHEMLA II ETAPA,ZARAHEMLA II ETAPA,TEGUCIGALPA,Barrio/Colonia,16,R3,2014,"DICTAMEN No. GCC-AMDC- 0035-2014 DE
FECHA 06 DE JUNIO DEL 2014 (PLANO Y
DICTAMEN).",R3=120M²/7M
496,"ALTOS DE LA
HACIENDA",ALTOS DE LA HACIENDA,TEGUCIGALPA,Barrio/Colonia,17,R1,,,
497,ALTOS DE LAS LOMAS,ALTOS DE LAS LOMAS,TEGUCIGALPA,Barrio/Colonia,17,R1,1989,"ACUERDO No. 4044 DE FECHA
17 DE ABRIL DE
1989 (ACUERDO).",R1=400M²/15ML
498,CHALET FRANCES,CHALET FRANCES,TEGUCIGALPA,Barrio/Colonia,17,R1,2004,"DICTAMEN NO. SCU-DM-AMDC- 005-2004 DE
FECHA 22 DE ENERO DEL 2004. (PLANO Y
DICTAMEN)",R1=400M²/15ML
499,CHALET SUIZO,CHALET SUIZO,TEGUCIGALPA,Barrio/Colonia,17,R1,2004,"ADENDUM 004-
2004 DE FECHA
18 DE NOVIEMBRE DEL 2004 (PLANO).",R1=400M²/15ML
500,COL RUBEN ANTUNEZ,COL RUBEN ANTUNEZ,TEGUCIGALPA,Barrio/Colonia,17,R2,1981,"DICTAMEN No. 0215-81   DE
FECHA   20 DE
JULIO DE 1981 SOLO DICTAMEN.",R2=200M²/10ML
501,CONDOMINIOS EL MIRADOR,CONDOMINIOS EL MIRADOR,TEGUCIGALPA,Barrio/Colonia,17,R4,2005,"DICTAMEN No. SCU/DM/AMDC
/067/2005 DE FECHA 02 DE NOVIEMBRE DEL 2005. (PLANO Y
DICTAMEN).",R4=75M²
502,FLORENCIA NORTE,FLORENCIA NORTE,TEGUCIGALPA,Barrio/Colonia,17,R1,1958,"ACUERDO No. 142 DE FECHA
01 DE OCTUBRE DE 1958.
RATIFICADO ACUERDO No.
362 DE FECHA",
503,FLORENCIA OESTE,FLORENCIA OESTE,TEGUCIGALPA,Barrio/Colonia,17,R1,,,
504,FLORENCIA SUR,FLORENCIA SUR,TEGUCIGALPA,Barrio/Colonia,17,R1-R2,,,
505,"HACIENDA EL
TRAPICHE",HACIENDA EL TRAPICHE,TEGUCIGALPA,Barrio/Colonia,17,R1,,,
506,HACIENDA HATO DE EN MEDIO,HACIENDA HATO DE EN MEDIO,TEGUCIGALPA,Barrio/Colonia,17,R1,,,
507,LA HACIENDA,LA HACIENDA,TEGUCIGALPA,Barrio/Colonia,17,R1,1995,"ACUERDO No. 080-95 DE
FECHA 05 DE
JUNIO DE 1995 (PLANO Y DOCUMENTO).",R1=400M²/15ML
508,LAS BEGONIAS SAN IGNACIO (CONDOMINIO HORIZONTAL),LAS BEGONIAS SAN IGNACIO (CONDOMINIO HORIZONTAL),TEGUCIGALPA,Barrio/Colonia,17,R2,2016,"DICTAMEN No. 16-011-GCC- AMDC DE FECHA 11 DE
FEBRERO 2016 (PLANO Y
DOCUMENTO).",R2=200M²/10ML
509,LIQUIDAMBAR,LIQUIDAMBAR,TEGUCIGALPA,Barrio/Colonia,17,R1/R2,2012,"PLANO APROBADO MEDIANTE EXPEDIENTE No.1464-2012 DE FECHA 16
DE ABRIL DEL 2012 (PLANO).",R1=400M²/15ML R2=200M²/10ML
510,LOMAS DE CARRARA,LOMAS DE CARRARA,TEGUCIGALPA,Barrio/Colonia,17,R3,2004,"DICTAMEN No- SCU-DM-AMDC 009-2004 DE
FECHA 13 DE FEBRERO DEL 2004 (PLANO Y
DICTAMEN).",R3= 120M²/10ML
511,LOMAS DEL GUIJARRO SUR,LOMAS DEL GUIJARRO SUR,TEGUCIGALPA,Barrio/Colonia,17,R1,1980,"ACUERDO 2570-80 DE
FECHA 01 DE
JULIO DE 1980 (PLANO Y
DICTAMEN).",R1=400M²/15ML
512,LOTIFICACION SUYAPA,LOTIFICACION SUYAPA,TEGUCIGALPA,Barrio/Colonia,17,R3,1956,"DICTAMEN No. 187-91-UCU- DM-AMDC DE FECHA 12 DE NOVIEMBRE DE1991. PLANO APROBADO MEDIANTE ACUERDO No.
200-1956 DE
FECHA 2 DE
MAYO DE 1956. (PLANO Y DICTAMEN).",R3=100M²/8ML
513,MONTE VERDE,MONTE VERDE,TEGUCIGALPA,Barrio/Colonia,17,R3,2001,DICT 072-2001,R3=120M²/7ML
514,MONTEFRESCO / PLANES DE LA LOMA,MONTEFRESCO / PLANES DE LA LOMA,TEGUCIGALPA,Barrio/Colonia,17,R3,,,
515,PASEO LIQUIDAMBAR,PASEO LIQUIDAMBAR,TEGUCIGALPA,Barrio/Colonia,17,R1,,,
516,PROFESIONALES,PROFESIONALES,TEGUCIGALPA,Barrio/Colonia,17,D1,,,
517,RES PUERTA DEL SOL,RES PUERTA DEL SOL,TEGUCIGALPA,Barrio/Colonia,17,R1,2007,"REGISTRADO BAJO EL DICTAMEN No.
01-97 DE
FECHA   25 DE FEBRERO DEL 2007 (PLANO).",R1=400M²/15ML
518,RES. EL TRAPICHE,RES. EL TRAPICHE,TEGUCIGALPA,Barrio/Colonia,17,R1,,,
519,RES. LOS OLIVOS,RES. LOS OLIVOS,TEGUCIGALPA,Barrio/Colonia,17,R1,,,
520,RESIDENCIAL 3 CAMINOS,RESIDENCIAL 3 CAMINOS,TEGUCIGALPA,Barrio/Colonia,17,R2,1984,"DICTAMEN UCUU/DM/AMD C/117-91 DE FECHA 05 DE AGOSTO DE 1991 (DICTAMEN).
ACUERDO No. 474 DE FECHA
11 DE ABRIL DE
1984 (PLANO Y DICTAMEN).",R2=150M²
521,RUBEN ANTUNEZ,RUBEN ANTUNEZ,TEGUCIGALPA,Barrio/Colonia,17,R1,,,
522,"TRES CAMINOS
NORTE",TRES CAMINOS NORTE,TEGUCIGALPA,Barrio/Colonia,17,R1,,,
